Date,BHARTIARTL_Actual,HDFCBANK_Actual,HUL_Actual,INFY_Actual,MM_Actual,RELIANCE_Actual,BHARTIARTL_Predicted,HDFCBANK_Predicted,HUL_Predicted,INFY_Predicted,MM_Predicted,RELIANCE_Predicted
2025-09-01,-0.0070753897116173,-0.0064376515555521,0.0103258728101617,-0.0004670503277671,-0.0247038940513803,0.0092633918346606,0.00047712724,0.0030285104883826,9.485551981821123e-05,0.0037008892824965,0.0004126511960747,5.0702358e-05
2025-09-02,-0.001750114089499,0.0104795841949438,-0.0046053900033512,-0.0131642524224105,0.0157966631131731,0.0044540073196836,0.0034708984,0.0036643727092655,-3.4897854759899784e-05,0.0017886529763592,0.0050878768723163,0.00066079653
2025-09-03,-0.001859575997232,0.0070992496833455,0.0007128918004734,-0.0109446267912472,0.057792215785388,-0.0097368364250827,0.0008522425,0.0008037687588587,0.0024283847643539,-0.0003342604802703,0.0012191248090042,0.00024564663
2025-09-04,0.0078926299615797,0.00223419871783,-0.0125286011963128,-0.0126567365535818,0.0226624250557552,0.011483833837948,0.0021343161,-0.0010545853393802,-0.0005780837492115,0.0009657014044338,0.0036572187191525,0.00026816194
2025-09-05,-0.0040180321867729,0.0026951146748342,-0.0036139798583278,-0.0081319981611212,0.0,0.0025422203631798,0.0010023118,0.0020651529157642,0.0023728169629836,0.0016113174227867,-0.0009501381558189,7.14242e-05
2025-09-08,0.0031734305761267,-0.0008802792430195,0.0068745062422567,0.0486272638495534,,-0.0016699091758714,0.0014386101,0.0027327249277902,-0.0004179923927291,0.0048222004978659,,0.00018829378
2025-09-09,-0.0012152529950062,0.0007767794917245,0.0005675832475101,0.0186379647896162,,0.0005811774406748,0.002311302,0.0024143256556876,-0.0025131974622216,0.0027002581653801,,-0.000108695756
2025-09-10,0.0113553819509091,0.0019651072848197,-0.0081663991043505,-0.01505474839173,-0.0024166207644032,0.0045647644504044,0.002764788,0.0017126395233649,-0.0033670512131027,0.0033109295686422,-0.0015161915762419,0.0013444554
2025-09-11,-0.0054513314998433,-0.0005167691772366,-0.015954284523279,0.0104768327241939,-0.0016143537647539,0.0084224310764067,0.0015322113,0.002846180646298,-0.0003307316665797,-0.0011779226439636,0.0002525674534166,0.00026816194
2025-09-12,0.0009981479782491,-0.0002584847670249,0.0001937396360836,-0.0113382177231434,-0.0167414527550035,0.0030777312008806,0.00011963358,0.002490392481644,-0.0023780823713453,0.0046570777445797,-0.0011068417163457,0.0025062484
2025-09-15,0.0182107009613632,-0.0002068485563181,-3.870678902304484e-05,0.0019207543724829,0.0217707351994149,0.0042786913960469,0.0023531571,0.0010633304869603,0.0001743573388524,0.0044264471597199,0.0012893411093142,0.0017368277
2025-09-16,0.0009276690035898,-0.0003620405970773,-0.0043490733793518,0.0073178176842448,0.0069601870061173,0.0060303114212574,0.0009201845,0.0025927261274752,-0.0015811968306459,0.0039171228652205,-0.0029842477766431,0.0024793437
2025-09-17,-0.0001030667840028,0.0107030190018737,0.0066324972622231,0.0118838849365487,0.0024740920668701,0.0008483818036869,-0.0008807901,0.0037928130078521,-0.0004428807713467,0.001993667630093,-0.0028632388621574,0.00011326241
2025-09-18,0.0109134162855911,-0.010289214910926,-0.0105705723960816,-0.0002597217033806,-0.0138508643908799,-0.0053854831979643,-0.00087966013,0.0019016002631629,-0.0006004340076264,-0.000363705341601,-0.0038338761878953,0.0004873945
2025-09-19,-0.0031644354895096,-0.0027963481075426,0.0049105615794455,-0.0267805452639139,-0.0020343187718102,-0.0120087567709517,-0.0013493847,0.0018314508927471,0.0006263836126947,-9.89053547320754e-05,-0.0002100902434306,0.0008831305
2025-09-22,-0.0089861707365426,-0.0072863858447191,-0.0196300635918442,-0.0013346713731367,0.0082785283258928,-0.0005754040949929,-0.005992398,0.0036773990810102,-2.430012651998494e-05,0.0018000620929826,-0.0001325390634777,0.0011663988
2025-09-23,-0.0039278440750355,-0.0064457442235417,0.0107657605946886,-0.0019384721339355,-0.0110440500269908,-0.0049048343486707,0.0008410671,0.003106723660825,-0.0005317158472935,0.0061617199122032,-0.0019620330396548,0.0009856493
2025-09-24,0.0023275672218757,-0.0012625728755433,-0.0044026582199732,-0.0065784368778056,-0.012639305464371,-0.0076940028911439,-0.00014304728,0.0047311525137558,0.0002996869572919,0.0050779348976126,-0.0020937471712525,0.0013777054
2025-09-25,-0.009864573134541,-0.0050662284578311,-0.0104949970971248,-0.0244754798707005,-0.0385523812959857,0.0037817871776812,0.0015890328,0.0011472438951641,-0.0008863731500188,0.0048193785522043,-0.0024346582815922,0.00031405414
2025-09-26,-0.0075416847924529,0.0055398881416639,-0.0055493147874118,-0.0049122964168402,0.0063393800619023,-0.0034903516493253,0.0014652167,0.0024030228158795,-0.0005376969815945,0.0058123968925039,0.0030283595184294,0.0014520207
2025-09-29,-0.0125907217479517,0.0007363511735709,0.0065838411917572,0.0,0.0026003731813499,-0.0064309258985627,0.001714103,0.0013884157280097,0.0037904955634692,0.0017662112688963,0.0086328549118278,0.0022929567
2025-09-30,-0.0057661926066861,0.0148730725989553,0.0086327554231998,0.0027704750883029,0.0105654944467992,0.0034397891389933,0.0018732015,0.0024195397621183,0.0005280871987972,-0.0003450310529708,0.0012061071989484,0.0007777788
2025-10-01,0.0154613372221943,-0.0001035801748472,0.0034244338400867,0.0005531066022995,-0.0004042805852534,-0.0038797507069664,0.0028631832,0.0035102287078017,0.0003021442364283,-0.0004434024644605,-0.0004189131822939,0.0007777788
2025-10-03,0.0033686144478553,0.0085629199953882,-0.001218810581063,0.0201198070964387,0.0028843400440861,0.0084721332652372,0.0045896894,0.0020774674585735,-0.0002487663956975,-0.0021848125566496,-0.0008543129452782,0.0002972093
2025-10-06,0.0135176112113231,0.0092538687785297,-0.0097253486151737,-0.0119272653074589,0.0059729239950895,0.0071020290213827,0.00426157,0.0001103949825142,-0.0011556272742803,0.0028659979856519,0.001437576414626,0.0013819219
2025-10-07,0.0074887373865487,-0.0038751708389428,-0.0068164122604901,0.0247177344014409,-0.0191643887494519,-0.0126446157879933,0.0020101294,-0.0008442917007003,-0.000780883769379,-9.54182576585947e-05,0.0002568270701387,0.00050198083
2025-10-08,-0.0007721014410075,-0.0016361969404238,0.0069753433990708,0.0095198196789943,0.0047747790883242,0.0075769152642301,0.0006495533,-0.0022354952479927,-0.0008269877847726,0.0043671745240158,0.0039584064892798,0.0023571409
2025-10-09,-0.0010819319289929,0.0038815664956707,0.0044782814487192,0.0037034224255821,0.003479373842623,0.0028265301251662,-0.0012980172,0.0006730235191977,0.0011412580426081,-0.0042377508752974,0.0046907604299037,1.7558748e-05
2025-10-10,0.0077026157824468,-0.0039838904169377,-0.0143778202649555,-0.014428041838735,0.0013883810201203,-0.0048608586227859,0.0019751599,0.0086971082628067,0.0019669496620933,0.0006652825026995,0.0032104059554169,0.0009653225
2025-10-13,-0.0042548052542308,0.0001535444182717,0.0038037815558737,-0.0022123824698756,2.8932048921845924e-05,0.0006543490771665,0.002050082,0.0040171456526008,-0.0007389858882335,0.0028012462724435,0.0039178832922448,0.0021966745
2025-10-14,0.0111875829332991,0.0011250646294673,0.0066516220511152,-0.0104578378097807,0.0107518363188058,-0.0011635340875813,0.0008550529,0.0033855379757639,0.001137289340492,-0.0005063885008504,-0.0004472412174248,0.0010645059
2025-10-15,-0.0005589448958317,0.0163239717122025,0.0167310052137067,-0.001968872700525,0.018022618069655,0.017312701876182,0.005059325,0.0016567888952541,-0.0012608425847984,-0.0001802060034887,0.0019358968778835,0.0013493146
2025-10-16,0.0224163657316694,0.0082127882700059,0.0163404852196193,-0.0208755927329084,0.0239744840970645,0.0131435939658523,4.9416114e-05,0.0002891098272838,-0.0013294923368268,-0.0001323403513141,0.0049137840691385,0.0019604175
2025-10-17,0.019441980662611,0.0003989273691025,-0.0035782640598371,0.0136459797227501,-0.0132758951888817,0.0346823485537561,0.0019083688,-0.0017431400946901,-0.0014781736940866,0.0008546437177987,0.0053256168554507,0.00052153994
2025-10-20,-0.0039072088779088,0.0047248489582789,-0.0010411556286633,0.0078410777313532,0.0061216077948116,-0.0010914719066174,-0.0017437356,-0.0030015925930831,-0.0011647197111538,0.0037481593150688,0.0040643821410101,0.0012335544
2025-10-21,-0.0175746120706226,0.0010909751500512,0.0038125979455215,0.0373930744686636,0.000662584627873,-0.01153220283206,0.0022386268,-0.0002747131924749,-0.000723877566919,0.0024534715277076,0.001166615407691,0.0010301359
2025-10-23,0.0106015181107742,-0.0140253232431252,-0.0332974026942401,-0.0020301679831734,0.0003862545435792,0.0022068637728192,0.009695628,-0.0019553387471734,-0.0010624923231357,0.0007917622951817,0.0087838565610752,0.0013429152
2025-10-24,0.0247250863661608,0.0082094991347948,-0.0018296183968354,0.00139677136606,-0.0037033738158429,0.022142131931167,0.0036791072,-0.0011749530987571,-0.0022472998722328,0.0015472169628919,-0.0015221825321043,0.0010350044
2025-10-27,0.004843715389255,0.0005980319998193,-0.0058695127493338,-0.0028622170823081,-0.0090395150465241,0.0018849206712592,0.0044232323,-0.0002376009102554,-0.0001070141543109,0.0003679846561428,0.0013582217679441,0.00097088877
2025-10-28,0.004963332878468,0.0042756233687112,-0.0036107435460542,0.0067761325674158,-0.0124829831403838,0.0115677308084947,0.0020256345,-0.0050308336389555,0.0028124511913945,-0.0013299222088087,0.0012231207808085,0.00058568444
2025-10-29,-0.0164634727781039,-0.0096710137323891,-0.0074631756726779,-0.0110512909450514,-0.0092655998514972,-0.010492261475279,0.0011172595,-0.0005953200895137,0.0012309894470425,0.0040080193105752,0.0025067658176617,0.000992525
2025-10-30,-0.0057270825767989,-0.0109296578246253,-0.0016616059312215,-0.007728273149558,-0.0042637085124447,-0.0014117959712957,0.002581296,-0.0044479520994916,-0.0002594181636447,0.0013188766446734,0.0031411779144669,0.0006197787
2025-10-31,0.0094466004660081,0.0054042269845727,-0.0022332479536501,0.0021564474420643,0.0175385608588528,-0.0011444067461219,1.2821663e-05,-0.0019141814817819,-0.0006838262811316,0.0034167567743094,-0.0002013289264474,0.00044734974
2025-11-03,0.0187716200837888,-0.0074827431628089,-0.0058299744672707,-0.0119185913075092,0.0090602573444947,-0.0078436914907761,-0.0019672236,-0.0003507726596827,-0.0005115655091072,0.0019278967056453,-0.0005735609988191,0.0006881862
2025-11-04,-0.0087449569693502,-0.0006091432022476,-0.0039739995146275,-0.0008178786335909,0.0103616491807524,0.0154926986540795,-0.0010744075,-0.0032382321657618,-0.0006064516651653,-0.0002356056680385,0.0017484961293148,0.00044734974
2025-11-06,-0.0457587966892844,-0.0023895246190305,-0.0012419790460062,0.0068626718504898,0.0196210685697623,-0.0121718833935696,-0.0009828225,-0.0016133483203826,0.0004863451835751,0.0030155006161513,0.0009441563127477,0.0006881862
2025-11-07,0.0092515445525621,0.0022371498253452,-0.0021564042192269,0.0245472316497213,-0.0071525166844268,0.0076164211696306,0.0007583045,0.0005620576888411,-0.0011165968247348,0.0011872728305195,-0.0001677621008204,0.0010255455
2025-11-10,0.0110781268643229,0.0072867564220966,0.0077332027272301,0.0110389770427676,0.0229877100162474,0.0027491722717959,-3.495273e-05,0.000190692210916,-0.0009837131851691,0.0032249229950049,-0.0017169016900445,0.0013220053
2025-11-11,0.0153060490379087,-0.0022208894586564,-0.0012366036200729,0.0138872461173936,0.0013860255091861,0.0120471192699388,0.0015387302,-0.0014655885903107,-0.0010475088928147,0.0015309864585968,0.0015830568518116,1.694601e-05
2025-11-12,0.0086422659933826,-0.0028843736827856,-0.0069948763101331,-0.0064004759272148,-0.014704187351346,-0.0003970193150952,-0.0006912093,-0.0023325689534319,0.0013607699889644,0.0015057993473687,-0.0001112450163206,0.0005089984
2025-11-13,0.0042456365950911,0.0029854050478062,0.0083138457128717,-0.0256205295034736,-0.0002432793112581,0.0052808888130709,-0.00066045544,-0.0007749769281142,-0.0012629314764446,0.0006338872451672,-0.0007317980100555,0.0017948137
2025-11-14,0.0054594359372912,0.0069985053518144,-0.001112762576562,0.0031888990077422,0.009766622245481,-0.0003950846696123,-4.9468035e-05,-0.0010714840934956,-0.0010635416566633,0.0042727774216794,-0.0042644855065265,0.001501785
2025-11-17,0.0173656219402711,-0.0041226560009732,-0.0086975077164853,-0.0141618607144528,-0.0107945793660101,0.0007242160894709,0.00061191554,-0.0034618112572014,-0.000480323512922,0.0017257973193498,-0.0040586850147651,0.00035409885
2025-11-18,0.0049199902709091,0.0021639759755417,0.0155195854318646,0.0361393258148249,0.0074690466243456,-0.0003291314198585,8.680477e-05,-0.0027003030895439,-0.0011719049275317,0.0024475685571171,0.0024410947248396,0.0005709178
2025-11-19,-0.0006947500180224,0.0142257013267695,-0.0054210380449204,-0.0029893287288207,-0.0015593209058555,0.0196876966346695,2.6358313e-05,-9.277383318003669e-06,0.002486542862642,0.0008170091983821,-0.0026197280051946,0.0006373671
2025-11-20,0.0020365211129072,-0.0107629600347832,0.0021801489426734,0.0055168077613065,0.0088130290006323,-0.0016151439628576,0.0010469811,-0.0011916239464922,-0.0008685572981648,0.0008259615550443,-0.0014065782727461,0.00015915459
2025-11-21,-0.0049132635205226,0.0011015789361196,-0.0039111600902586,0.0019398648178266,-0.015805943718854,-0.0069424130721111,0.0019024487,-0.0001062986708225,-0.0004261661486967,-0.0003867584921474,0.0003666456188578,0.00097234
2025-11-24,0.0044045784029671,-0.0094020517771703,-0.0041749656218153,-0.0113039757245002,-0.0058423284654552,0.0024710162059308,0.0010904551,0.0005597651658544,0.000208670154483,0.0030017721348831,0.0021918247431963,0.0010623554
2025-11-25,-0.0162302077950181,0.0141448278317384,0.0045873877912846,0.0176789767643465,0.0046494241019324,0.0194243780745004,0.0004730046,0.001319549512082,0.001184154542355,0.0019332240766831,-0.0008443661630849,0.00031405414
2025-11-26,-0.0052800192367805,0.005562719736194,0.0108676664881123,0.0054412321728242,-0.001411572870049,-0.0041489861953854,0.00027177157,0.0018662746303166,-0.0001565081802034,0.0037322840905492,0.000233557966707,0.0013220053
2025-11-27,-0.0066395005129952,-0.0018839175043523,0.0060590821712896,-0.0040301022581762,0.0204618546259752,0.0026190411048407,-0.0012968875,-0.001733681742086,0.0021391628522867,-0.0004052351857592,0.0037093337210626,0.0005089984
2025-11-28,-0.0056785142189424,-0.0054734675471572,-0.0008517765778961,0.0024967360010897,-0.0041872738146828,-0.0008935566237704,0.0039292583,0.0013608996634896,-0.0006128800751092,0.0017830488442797,1.2985623559530911e-05,0.00015915459
